x, y
1.0142857142857145, 1.0205128205128207
1.024107142857143, 1.0461538461538464
1.0330357142857145, 1.071794871794872
1.042857142857143, 1.0974358974358975
1.0526785714285716, 1.130769230769231
1.0633928571428573, 1.166666666666667
1.0714285714285716, 1.1923076923076925
1.0776785714285715, 1.217948717948718
1.0839285714285716, 1.2384615384615385
1.0901785714285714, 1.2589743589743592
1.0946428571428573, 1.2846153846153847
1.104464285714286, 1.3256410256410258
1.1098214285714287, 1.3487179487179488
1.1142857142857143, 1.3717948717948718
1.1205357142857144, 1.4025641025641027
1.1285714285714286, 1.4410256410256412
1.1348214285714286, 1.4743589743589745
1.1392857142857142, 1.5025641025641026
1.1455357142857143, 1.541025641025641
1.1508928571428572, 1.5743589743589745
1.15625, 1.6076923076923078
1.1616071428571428, 1.6410256410256412
1.1651785714285714, 1.6692307692307693
1.1705357142857142, 1.7076923076923078
1.175, 1.7435897435897436
1.1794642857142856, 1.7743589743589745
1.1830357142857142, 1.8051282051282052
1.1875, 1.8410256410256411
1.1910714285714286, 1.8717948717948718
1.1937499999999999, 1.9025641025641027
1.1964285714285714, 1.9307692307692308
1.2035714285714285, 1.9846153846153847
1.2080357142857143, 2.01025641025641
1.2151785714285714, 2.033333333333333
1.2258928571428571, 2.051282051282051
1.2374999999999998, 2.0615384615384613
1.2482142857142855, 2.0666666666666664
1.2598214285714284, 2.071794871794872
1.269642857142857, 2.071794871794872
1.282142857142857, 2.0743589743589745
1.2910714285714284, 2.0743589743589745
1.3107142857142855, 2.0794871794871796
1.3205357142857141, 2.082051282051282
1.3366071428571427, 2.0846153846153848
1.3535714285714282, 2.0871794871794873
1.3732142857142855, 2.0923076923076924
1.3874999999999997, 2.0923076923076924
1.402678571428571, 2.094871794871795
1.4178571428571425, 2.0974358974358975
1.4303571428571424, 2.1
1.4410714285714281, 2.1025641025641026
1.452678571428571, 2.105128205128205
1.4607142857142854, 2.1076923076923078
1.4696428571428568, 2.1076923076923078
1.484821428571428, 2.1076923076923078
1.4937499999999995, 2.112820512820513
