x, y
1.0000000000000002, 1.02089552238806
1.0009090909090912, 1.065671641791045
1.001818181818182, 1.1104477611940302
1.001818181818182, 1.1552238805970152
1.001818181818182, 1.202985074626866
1.002727272727273, 1.2358208955223882
1.0036363636363639, 1.2805970149253734
1.0036363636363639, 1.328358208955224
1.0045454545454549, 1.3820895522388061
1.0054545454545456, 1.4298507462686567
1.0063636363636366, 1.483582089552239
1.0072727272727275, 1.5313432835820897
1.0090909090909093, 1.5761194029850747
1.0100000000000002, 1.629850746268657
1.011818181818182, 1.6716417910447763
1.012727272727273, 1.7194029850746269
1.013636363636364, 1.7611940298507462
1.0154545454545456, 1.8149253731343284
1.0190909090909093, 1.8567164179104478
1.021818181818182, 1.9044776119402986
1.0245454545454546, 1.9582089552238806
1.032727272727273, 2.002985074626866
1.0445454545454547, 2.038805970149254
1.0590909090909093, 2.056716417910448
1.0754545454545457, 2.062686567164179
1.091818181818182, 2.062686567164179
1.1136363636363638, 2.0686567164179106
1.1309090909090909, 2.0686567164179106
1.1490909090909092, 2.074626865671642
1.170909090909091, 2.0776119402985076
1.190909090909091, 2.080597014925373
1.2145454545454544, 2.0865671641791046
1.2318181818181817, 2.0865671641791046
1.249090909090909, 2.0925373134328358
1.267272727272727, 2.0925373134328358
1.2854545454545452, 2.1014925373134328
1.3145454545454545, 2.1044776119402986
1.3336363636363635, 2.107462686567164
1.358181818181818, 2.1104477611940298
1.379090909090909, 2.1134328358208956
1.414545454545454, 2.1223880597014926
1.435454545454545, 2.1223880597014926
1.4554545454545451, 2.1283582089552238
1.4763636363636359, 2.1313432835820896
1.4945454545454542, 2.1343283582089554
